adjusted_labels,cleaned_text
6,ubicacin muy pequea
6,da localizao prxima estao de paddington fica bem prximo a uma lavanderia e tmb h muitos cafs e mercados prximos da para ouvir muito o rudos do outros quarto
5,muy buena ubicacin bao extremadamente chico y no toc una habitacin en el tercer piso por escalera la cual adems era muy angosta
6,perfekte lage fr london paddington ffentliche verkehrsmittel ruhig in seitenstrae gelegen mit park gegenber sehr freundliches personal sehr angenehme dusche fr kurztrip ausreichend einzelbetten sehr weich und recht schmal
7,su buena ubicacin cercana a la estacin de metro paddingtona bus y otras lneas como la elizabeth linela amabilidad del personal el tamao tan reducido del bao y la escaleras muy angostas
6,sehr gute lage und ruhig отрицательный отзыв отсутствует
6,le quartier calme la gentillesse du personnel la situation gographique parfaite la propret la mauvaise isolation phonique de chambres
5,la posizione abbiamo alloggiato 5 giorni 4 notti non sono mai venuti a pulire il bagno la stanza e i letti li ho dovuti rifare io con la scusa del covid quando non c pi nessuno stato di emergenza da pi di un anno
6,trs bien plac personnel du matin trs sympathique rue calme matelas trop mou pa de volet aux fentres quipement minimaliste isolation entre chambre inexistante ouverture de la fentre pour arer trs compliqu
6,la posizione fantastica a pochi passi dalla stazione metro di paddington lottimo rapporto qualit prezzo la comodit del letto stanza piccola e con servizi essenziali rumore della metro e dalle altre camere lasciugacapelli che non in bagno la carenza di prese della corrente
7,htel disposant dun bon emplacement la chambre une literie confortable beaucoup dquipementsbouloire schecheveux machine eaux terrasse commune agrable personnel charmant chambre assez petite nous tions 2 pour une chambre 3 personnes et pourtant nous tions ltroit le chauffage met beaucoup de temp steindre ou sallumer assez cher pour ce que cest
6,ingen frukost lite fr lyhrt
7,el lugar cercano a los medios de transporte la limpieza la amabilidad del personal que no hay ascensor el tamao muy reducido de la habitacin
5,die lage nahe de bahnhofes paddington und die nhe zum hyde park da zimmer war schon sehr winzig e gab keinen platz fr da gepck der einzige kleine schrank war voll mit irgend welchen sachen e gab auch keinen stuhl nur ein bett
6,bona localitzaci la dutxa a banda de ser molt petita no funcionava b
5,la ubicacin la comodidad de la camas se podran mejorar
5,posizione bagno
7,ubicacin muy cerca de la estacin me toco una habitacin en el ltimo piso muchos escalones con maleta jajjaja
5,locatie het wa kleiner dan verwacht en de wifi werkte slecht
6,muito bem localizado a poucos passos da estao de paddington funcionrios cordiais e prestativos cama confortvel banheiro com uma ducha no satisfatria e tambm no esquentava bem a acomodao no se encontrava limpa quando chegamos havia pelos no banheiro e na cama estrutura um pouco cansada
5,posizione e gentilezza dello staff stanza piccola e vetusta non pulitissima al nostro arrivo ci informano che non vengono effettuate le pulizie giornaliere toilette minuscola se appena appena sei un po pi grande dello standard non riesci a chiudere la porta non dovrebbe essere indicato come hotel ma come affittacamere qualit prezzo insufficiente
7,la zona de padington genial accecible c metro a todos lados y bares cerca la estacin la habitacin muy pequea solo p dormir
6,la posizione davvero ottima co come il rapporto qualitprezzo sapevo che nn ci sarebbe stata la colazione ma scoprire in loco che non era prevista la pulizia della camera mi ha spiazzato peccato
5,ruhige lage sehr verkehrsgnstig bus underground und paddington station in der nhe wegen personalmangel kein zimmerservice und kein frhstck mglich betten sehr weich
6,da personal war sehr zuvorkommend wir haben un dort wohl gefhlt aber mehr al die bilder die deutlich die zimmer abbilden sollte man nicht erwarten die lage war perfekt alles um einen herum hyde park in wenige minuten erreichbar kiosk restaurant bus und ubahn gleich ums eck alles in einem ist da hotel fr weniger al eine woche ganz gut und perfekt um london zu erkunden kleines zimmer alles sehr eng
7,lemplacement et le personnel personne ne vient faire la chambre durant le sjour le sol tait sale
6,da personal ist sehr nett und zuvorkommend auch wenn e nicht explizit in der beschreibung ersichtlich war konnten wir eine kche und einen essraum im untergeschoss benutzen da zimmee war sehr eng 9 qm fr 3 betten und hatte nur 1 sehr kleines fenster dadurch war e nur mit geffneter tr zu lften
6,ystvllinen palvelu huone oli plyinen ja lattia imuroimatta tullessa imurointi tapahtui kuitenkin pyynnst vuodevaatteita tai pyyhkeit vaihdettiin ainoastaan pyynnst
6,ubicacin y personal super amable la habitacin estaba en la ltima planta y haca mucho calor
7,posizione e cortesia bagno in camera piccolissimo
6,zeer vriendelijk personeel het wa goed schoon prima ligging van het hotel nabij paddington station er werd geen ontbijt geserveerd met al excuus corona de kamer en faciliteiten douche en toilet waren heel erg klein er wa geen service schoonmaak ed vanwege corona
6, 
6,положительный отзыв отсутствует la chambre na pa t nettoye tous le jours changer le drapsserviettes vider la poubelle remettre du caf th disposition la chambre aurait d tre nettoye tous le jours
6,ubicacin perfecta para aeropuerto hearthrow sin ascensor instalaciones mobiliario y bao sencillos pero limpios
7,perfecta ubicacin empleados serviciales sin ascensor puertas y parte de mobiliario antiguo ducha estrechisima
6,localizao quarto e banheiro muito apertado escadas estreitas cama muito mole
6,die lage ist unschlagbar fulufig zu paddington station und trotzdem total ruhig nettes sehr bemhtes personal kofferaufbewahrung mglich die zimmer sind sogar fr london mini unsere nasszelle war max 12 m mit dusche toilette und waschbecken der preis ist einer der gnstigsten und man will ja eigentlich auch nur dort schlafen aber max 50 cm um da bett rum ist doch ziemlich mhsam wir hatten ein 3 er zimmer die matratze de franzsischen bettes war sehr weich super fr mich die einzelbettmatratze total hart preisleistung fr london und die lage gerade so fr normal unmglich
5,la ubicacin excepcional el trato recibido inmejorable no haba ningn enchufe en la habitacin tampoco haba en el bao tuvimos que desenchufar la tv para poder cargar el mvil la cama era un colchn sobre otro colchn lo que haca que no hundiramos era muy incmodo la limpieza era deficiente supongo que algo tpico en londres pero para quien no sea de all e un lugar sucio algo que no incomod mucho fue que la cama tena pelos cuando llegamos
5,die lage war top von paddington station kommt mann berall hin in london nette restaurant in der nhe zum frhstcken oder abends fr dinner und auf ein pint eine sehr nette empfangsdame die gre de zimmer e war sehr klein und hellhrig zudem ist dashotel sehr in die jahre gekommen
6,de ligging van het hotel en het personeel prima ligging dicht bij paddington station en erg vriendelijk personeel de grootte van de kamer en de staat van het sanitair de ruimte viel erg tegen zowel de kamer al de doucheruimte
6,ubicacin personal amable y la cama muy cmoda y calentita el bao ola fatal y la habitacin era bastante ruidosa por suerte no tocaron vecinos de habitacin muy tranquilos y pudimos dormir bien
5,lage ausgezeichnet dz ok einzelzimmer zu klein und ohne schrank terrassensitzplatz wurde um 2000 uhr gesperrt
7,ottima posizione vicinissimo a metro paddington zona tranquilla e ben servita molto pulito personale gentile отрицательный отзыв отсутствует
9,falcon har en god beliggenhed det er et rent hyggeligt og venligt sted virkelig godt til prisen vi kommer helt sikkert gerne igen отрицательный отзыв отсутствует
8,staff gentilissimo distributore di acquaoccorrente per preparare il caff sempre a disposizionestanza singola piccola ma con terrazzino era tutto come mi aspettavo
9,ottima posizione staff disponibile e gentile camera pulita отрицательный отзыв отсутствует
9,perfekte lage ungemein charmantes flair in in einem haus mit historischen charakter alles da wa man braucht funktionell auf kleinem raum tolle betten unser zimmer 11 war straenseitig in einen kleinen park traumhaft ruhig und man konnte da fenster august offen lassen wir haben traumhaft geschlafen отрицательный отзыв отсутствует
9,el alojamiento est muy bien situado cerca de una estacin de tren y otra de metro que te llevan al centro rpidamente pese a que hay un parque justo delante y que hay varios bares y restaurantes muy cerca el sitio e muy tranquilo el personal e muy agradable y est pendiente en todo momento de que no te falte de nada el bao e un poco pequeo pero est muy limpio
8,la cortesia e disponibilit del personale la posizione vicinissima alla stazione di paddington ristoranti vicinissimi i cuscini un po troppo alti e duri
9,posizione eccellente a 5 minuti a piedi dalla stazione treni e metro di paddington e da diverse fermata di autobus vicinissimi allhotel posizionato in una bella piazza diversi locali per cenare o pranzare e fare colazione e anche per acquistare alimenti di prima necessit bollitore in camera con t caff latte e zucchero personale cordiale accogliente e premuroso pi volta ci stato chiesto se avessimo bisogno di qualcosa non c ascensore ma le scale sono agevoli c un piccolo terrazzo a disposizione la reception chiude alle 20 ma sono disponibili per eventuali emergenze nulla
8,la fachada e hermoso por fuera que la gradas son muy estrechas el cuarto lo e tambin pero volvera a quedarme all
9,la localizacin el trato de los empleados nada reseable
8,da personal war mega freundlich da zimmer war ziemlich sehr klein und knnte man alles vom anderen zimmer hren
8,personnel chaleureux et de bons conseils htel bien situ insonorisation par rapport aux voisins de la chambre mais cela est aussi li au fait que cest un vieil immeuble qui fait tout le charme de lhtel
8,sehr sehr freundliches personal ruhige zimmer gute lage um london zu erkunden отрицательный отзыв отсутствует
9,odalar ok temizdi alanlar ok gleryzl ve ilgiliydi her gn bir eye ihtiyacmz olup olmadn sordular lokasyon mthiti metroya inanlmaz yakn ve ok merkezi bir yerde kalmak iin ahane tekrar gelirsem yine falcon hotel i tercih edeceim merdiven kmakta glk eken kiilerin giri katlar istemeleri iyi olur nk asansr yok
9,unglaublich freundliches und zuvorkommendes personal hervorragende lage отрицательный отзыв отсутствует
9,la struttura era accogliente e pulita ed in una ottima posizione nulla
9,posizione molto centrale stazione due minuti a piedi e il posto in cui stava molto chic niente
9,muy confortable y muy amables en recepcin los colchones muy hundidos del uso
8,da personal war super freundlich und nett gewesen wodurch man sich direkt wohl und willkommen gefhlt hat da zimmer war vorallem fr londoner verhltnisse und die preisklasse gro gewesen e war auch alles sauber und gepflegt machte einen sehr guten eindruck die lage vom hotel ist super da man in 2 minuten an der paddington station ist wo man auch direkt einen sainsbury und weitere einkaufsmglichkeiten hat man hat auerdem kein hohes verkehrsaufkommen oder krankenhuserpolizeifeuerwehr in der nhe wodurch e sehr ruhig ist da einzig schade aber verstndliche ist das seit covid 19 kein frhstck mehr angeboten wird ist aber nicht unbedingt schlimm da man sich schnell selber wa besorgen kann
9,la proprietaria fantastica stata gentilissima con noi nel spiegarci bene tutto a 2 minuti a piedi dalla metto di paddington e dalla stazione dei bus stanze piccoline ma molto caratteristiche
8,la ubicacin e fantstica te asomas a la calle y f la estacin de paddington la habitacin de 4 grande la wifi casi no llegaba al stano y bao pequeo
8,preis leistung hat absolut gestimmt da zimmer war sogar frher bezugsfertig da personal war super hilfsbereit und freundlich alles war sauber und in bester ordnung die einrichtung ist etwas in die jahre gekommen wa fr einen citytrip aber gar keine rolle spielt отрицательный отзыв отсутствует
8,lemplacement est idal acc trs rapide depuis heathrow par le train express 15 minute station de metro avec nombreuses ligne restaurant et commerce au pied de lhtel chambres assez petite et tarif lev mais cest londres et central
9,har bott hr ngra gnger nu och har aldrig blivit besviken trevlig och serviceminded personal rummet hade allt jag nskade skn sng gott om varm vatten i duschen vattenkokare o tv underbar utsikt ver park och nra till bde tbana bussar och paddington stationen kan inte komma p ngot
9,wietna obsuga czysto blisko komunikacja i duo restauracji blisko market отрицательный отзыв отсутствует
8,la proximit avec le transport le quartier lemplacement laspect de la chambre lamabilit du personnel la chambre donnant sur la rue ctait un peu bruyant le soir quartier calme mais pa mal de passage
9,el personal e excelente la ubicacin inmejorable nada
8,totalmente recomendable el personal encantador la habitacin muy limpia y cmoda el bao est dentro de la misma la ubicacin perfecta para moverte por la ciudad fcilmente adems la zona e comercial por lo que hay restaurantes tiendas bares quiz el bao e muy pequeo pero no se puede aadir nada m a lo negativo
8,el hotel est muy bien e un tpico hotel londinense la ubicacin e muy buena conexiones por metro y tren desde la estacin paddington y cerca de muchos lugares a donde se puede llegar caminando tranquilamente hyde park picadilly etc el personal e muy amable y te ayuda con lo que precis la cama e cmoda y si bien al igual q la mayora de los hoteles en londres los espacios son reducidos y se debe acceder por escaleras e un hotel que cumple con la relacin calidadprecio la habitaciones estaban muy limpias y tiene una pequea terraza donde desayunar o salir a tomar aire por la tardes sin dudas para quienes desean visitar la ciudad y sus atractivos tursticos e un hotel que le quedar muy cmodo todo estuvo muy bien no encuentro nada que no me haya gustado
9,vi hade inte frukost men personalen var superhrliga vi var extremt njda med vrt besk och skulle absolut ka tillbaka tipsar om rum 6 om man vill ha eget rum och toalett vi borde nra rkrutan ocks vilket var ett plus fr os perfekt omrde gngavstnd in till ggatorna och nottinghill har inget att klaga p de var bttre n vi frvntade os
9,ottima posizione e personale gentilissimo отрицательный отзыв отсутствует
8,de locatie op 5 loopminuten afstand paddington station en op 3 minuten afstand een paar winkeltjes en een pub een uitstekende locatie om londen te gaan verkennen ik real alleen dus heb niet veel ruimte nodig maar de kamer wa niet groot dus saman wordt het een beetje krap
9,la posizione spazi un pochino stretti
8,ik werd heel vriendelijk ontvangen kamer wa niet groot maar met eigen toilet en douche alles wa aanwezig en het wa schoon hotel ligt in een buurt met restaurant vlakbij treinstation paddington en de elizabeth line vlakbij hyde park ik sliep op de bovenste verdieping en het wa een smalle trap voor de bagage
9,добро обслужване мило отношение прекрасно местоположение пешеходно разстояние забележителности отрицательный отзыв отсутствует
9,lemplacement est idal la chambre est petite certes mais propre et laccueil est super rien
9,la ubicacin e perfecta en poco minutos en metro puedes estar en el centro incluso fuimos andando desde el hotel hasta hayde park la mujer de la recepcin e encantadora te ayuda con todo lo que necesites la habitacin no e un lujo pero tiene lo que necesitas si va de turismo a londres y simplemente va a descar al hotel la camas son cmodas y el hotel e tranquilo lo recomendamos al 100 отрицательный отзыв отсутствует
9,sehr freundliches personal wir sind sehr spaet angekommen und wurden sehr nett empfangen wurden sehr herzig aufgenommem und auf jede frage und bedrfnis wurde geholfen tipps ber london genauso die lage trotz de preises sehr sehr gut die haltestelle der hopon busse gleich ums eck wir werden bei unserem naechsten aufenthalt in london wieder die falcon buchen sehr kleines wc und bad obwohl getrentt
9,lhotel ha un rapporto qualitprezzo eccezionale non vi scordate mai che uno dei pi economici inoltre in posizione strategica vicinissimo alla metropolitana di paddington 1 minuto a piedi e a molte linee di pullman sono arrivata a tutte le maggiori attrazioni della citt in meno di 20 minuti con i mezzi di trasporto pubblici il letto era molto comodo ho dormito benissimo la camera era pulita e piacevolmente calda lo staff gentile offre lacqua the e caff per la colazionetorner sicuramente al prossimo soggiorno отрицательный отзыв отсутствует
8,die lage ist sehr gut in direkter umgebung sind viele restaurant und lden und auch die u bahn ist nur wenige gehminuten entfernt die zimmer waren klein jedoch sehr sauber da personal ist sehr freundlich und hilfsbereit definitive empfehlung von mir отрицательный отзыв отсутствует
8,cudowna lokalizacja czysto mia obsuga pokj dobrze wyposaony haas za oknem
9,la ubicacin e inmejorable tenes tren metro y colectivos cerca y el hyde park esta a do cuadras del hotel y esta buenisimo para ir a caminar o descansar despues de caminar todo el dia el tamao de la habitacin muy bueno y tenes a disposicin pava elctrica y te y caf libre la habitacin tiene una calefaccin muy buena el colchn comodisimo y el bao tambin toda la persona de recepcin fueron super amables no permitieron dejar la mochilas el ltimo da ya que nuestro bus salia de noche отрицательный отзыв отсутствует
9,trevligt hotell vid liten park det var fjrde gngen jag bodde dr nu och jag var jttenjd ven denna gng mycket trevlig o serviceminded personal enkelrummen r sm men har allt man behver ssom skn sng dusch med gott om varmvatten toa tv o vattenkokare allt var utmrkt
9,trs bien situ pr de hyde park et proximit de restaurant et de cafs pour le breakfast ou le repas ra
9, отрицательный отзыв отсутствует
9,la ubicacin tener amenity caf y t a disposicin y a discrecin 
9,quarto confortvel ma pequeno nada
8,accoglienza отрицательный отзыв отсутствует
8,elasticit e flessibilit che ci ha permesso di fare una vacanza libera e comoda отрицательный отзыв отсутствует
9,lemplacement est idal 2 min de la gare de paddington laccueil est simple et efficace la ventilation de toilette est trs bruyante
8,todo muy bueno que no tuviera aire acondicionado perfecto en general todo bien
9,положительный отзыв отсутствует un poco reducido el tamao de la habitacin
9,sngen var otroligt bekvm och fast rummet var litet hade det allt jag behvde och jag rymdes hur bra som helst med all min packning personalen var ocks jttetrevlig och hjlpte grna vid behov kunde definitivt tnka mig att bo p detta hotell igen under framtida londonbesk pga att rummet var p versta vningen samt vrmebljan i london var mitt rum alltid vldigt varmt som tur var fanns det en bordsflkt i ett skp som jag plockade fram och det underlttade
9,mycket trevligt budgethotell 23 minuter frn paddington stationen mycket trevlig o serviceminded personal rummet var litet men hade allt man behver ssom duschtoa stor skn sng vattenkokare tv och flkt har absolut inget negativt att skriva hade en jttebra vistelse
9,la ubicacin excelente y el entorno muy completo que la ventana no se poda cerrar
9,excelente localizao e atendimento da funcionrias a localizao perfeita fica a 2 min da estao de trem na esquina tem vrios restaurantes mercadinhos e mc donalds o hyde park fica a doi quarteires do hotel parque lindo e com restaurantes e rea de lazer para crianas o quarto e a cama so confortveis fiquei no quarto 6 bem no comeo da escada e achei que fosse te problema com barulho ma no me incomodou a parte do banho do banheiro muito pequena ma deu tranquilamente para tomar banho sem dificuldades o quarto e banheiro bem limpos no usei caf da manh ma no quarto deixam sach de caf e ch e na recepo tambm tem gua ch e caf para se servir melhor custo benefcio tudo ok para mim
8,ottima posizione lo staff gentile e disponibile un buon rapporto qualit prezzo corrisponde alla descrizione quando ritorner a londra cercher di prenotare presso la stessa struttura отрицательный отзыв отсутствует
9,отлично местоположение любезен персонал чисти стаи отново бих посетила този хотел отрицательный отзыв отсутствует
9,litet hotell 3 minuter frn paddington stationen jag bodde i ett litet men fullt fungerande rum 4 trappor upp skn sng vattenkokare fr teakaffe och gott om varmvatten i duschen personalen var vldigt trevligserviceminded frukost var inte inkluderad men det fanns gott om matstllen precis runt hrnet det enda lite irriterande var grannrummets badrumsflkt som hrdes in till mig trot att badrummen inte lg vgg i vgg mao lyhrt rekommenderar ronproppar till kommande gster
8,ubicacion отрицательный отзыв отсутствует
3,положительный отзыв отсутствует spazi troppo piccoli il bagno praticamente grande come quello in aereo entrando cera caldo eccessivo dovuto da un calorifero vicino al letto che non si riusciva a spegnere
3,la ubicacin e buena no dieron una habitacin que no e para tres persona el bao demasiado chico imposible moverse
8,положительный отзыв отсутствует la habitacin nr 7 ola un poco a tubera
8,este alojamiento calidad precio puede resultar imbatible en nuestro caso destacar la amabilidad del personal preguntando todos los da de nuestra estancia si estaba todo correcto si necesitbamos que limpiasen la habitacin toallas jabn etc en nuestro caso la habitacin se encontraba limpia y era amplia para ser un hotel en londres la zona en la que se ubica e muy tranquila y con mltiples opciones para desayunar comer y cenar la ubicacin e muy buena con la estacin y metro muy prxima al alojamiento puntos negativos son la falta de ascensor y que en nuestro caso la ducha era muy pequea
2, 
9,la ubicacin el personal y que no haya moqueta el bus te deja en la puerta y tienes acceso a lottle venice andando en do min la estacin de metro y tren al lado bares tiendas 24 h estuvimos 7 noches y la habitacin era algo pequea para tantos da
8,emplacement taille
8, 
8,piccolo ma essenziale hotel nella zona centrale di paddington a 3 min a piedi dalla fermata della metro e dalla stazione staff gentilissimo e sempre a disposizione dal deposito bagagli sia pre checkin che post check out che nel soddisfare ogni nostra richiesta vista bellissima dalla nostra camera la 16 direttamente sul parco proprio di fronte alla struttura su norfolk square la ventola del bagno un p rumorosa
8,la ubicacin no puede ser mejor justo al lado de paddington y de hyde park lo que a mi gusto lo hace ideal para familias con nios precio muy competitivo para ser londres comparado con espaa e caro pero e que londres e carsimo a que el precio de este hotel muy bien muchsima oferta gastronmica justo al lado del hotel paradas de autobs farmacia la habitacin familiar con camas que aunque en principio parecen demasiado blandas a la hora de dormir son muy cmodas televisin ventilador secador de pelo y juego de hervidor de agua y caf bao minsculo pero correcto con gel y champ el personal sper amable preguntando siempre si necesitbamos algo incluso una noche tuvimos un pequeo problema y vinieron enseguida a solucionarlo y al da siguiente no hicieron la habitacin lo cual se supone que no hacen nunca pero cada maana te preguntan si necesitas algo en definitiva me ha parecido genial y repetira sin duda la nica pega la falta de cortina opaca en una de la ventanas de la habitacin amanece muy pronto y a pesar de estar en el stano entra la luz a mi no me importaba demasiado pero habr gente a quien s le moleste
8,super emplacement proche de la gare de paddington 5 min restaurant hyde park ct arrts de bus proche personnel agrable chambre individuelle ptite escalier exigus mais cest le btiments londoniens
8,wir hatten einen perfekten kurzurlaub da personal war super freundlich und zuvorkommend die zimmer waren wie zu erwarten recht klein aber dennoch total gemtlich und sauber die lage hat un auerdem berzeugt man ist nur 1 minute zum bahnhof paddington gelaufen und hatte alles wa man brauchte in der nhe wir wrden definitiv wieder herkommen отрицательный отзыв отсутствует
4,la posizione eccellente vicinissima alla fermata della metro paddington la tranquillit silenziosissimo nonostante la struttura sia vicinissima a ristoranti e locali la pulizia della stanza non stata mai effettuata e per tre persone era davvero piccolissima
9,erinomainen sijainti paddingtonin aseman lheisyydess ylimmn kerroksen huone oli hiljainen hissi ei ole joten kapeita portaita kvelln puoli kerrosta kerrallaan huoneessa oli kaikki tarpeellinen ja se oli siisti vuode oli pehme ja hyvt tyynyt sek muhkea peitto vastaanotossa oli erittin ystvllinen henkilkunta valmiina auttamaan joka hetki 
9,sehr hbsches hotel direkt in paddington die besitzerin ist sehr lieb und zuvorkommend отрицательный отзыв отсутствует
9,el personal super super amable encantadores la habitacin impecablemente limpia la ubicacin no poda ser mejor metro y estacin de tren a un minuto pub tiendas y calle muy tranquila muchas gracias a todo el personal por ser tan encantadores y atentos la habitacin era demasiado pequea para do persona y para una cama de matrimonio y el colchnse hunda en el centro aparte de eso todo estupendo conclusin por amabilidad por ubicacin y por precio repetira alojarme en este hotel
8,hotel bem localizado acomodaes atenderam a expectativa quarto limpo confortvel wifi funcionou bem localizao excelente e pessoal super prestativo e simptico banheiro poderia ser mais espaoso um pouco ma atendia bem um quarto de solteiro
8,die lage отрицательный отзыв отсутствует
9,nettes personal sehr hilfreich super lage nichts
8,el personal muy amable y la ubicacin excelente transporte a 1 minuto y cerca de todo caminando que no tuviese ascensor pero e lo normal ya que est construido en los tpicos edificios ingleses
9,hotel w dobrej lokalizacji czysty adny pokj w dobrym standardzie przemiy i bardzo pomocny personel idealny hotel na wyjazd solo lub w dwie osoby отрицательный отзыв отсутствует
8,la ubicacin отрицательный отзыв отсутствует
8,hotel byl v blzkosti stanice paddington a hyde parku okno bylo orientovno do vnitrobloku bylo tam ticho pokoj byl tepl i kdy venku byla docela zima mohli jsme si zde uschovat zavazadla ped i po checkinu personl byl ochotn monost zakoupen redukce do elektrick zsuvky ve bylo ist pokoj byl mal ale zcela dostaujc polte byly docela tvrd do pokoje vedlo zk schodit po celodenn chzi docela vlap jsou slyet kroky a splachovn ze sousednho pokoje na manelsk posteli byla jen 1 pikrvka avak na podn jsme dostali dal
9,da falcon hotel ist mit 2 gehminutten von der haltestelle paddington super gelegen e befindet sich in einer relativ ruhigen lage die zimmer sind londontypisch nicht sehr gro aber fr einen kurztrip von 5 tagen perfekt e gibt gengend kaffee tee und wasser alles haben wir tglich genutzt wir wurden jeden morgen beim verlassen de hotel gefragt ob wir wa auf dem zimmer bentigen handtcher neue tassen toilettenpapier und der empfang war stets sehr freundlich alles war bestens
8,hotel piccolo ma confortevole il personale molto gentile e cordiale la camera era piccola ma pulita posizione ottima contesto molto carino e vicino ai servizi sono molto contenta che nelle camera non ci fosse la moquette data la mia allergia alla polvere qualit prezzo ottima отрицательный отзыв отсутствует
8,laccueil et lamabilit du personnel lemplacement idal et calme quipement de la salle de bains rparer
8,nra till paddington station отрицательный отзыв отсутствует
8,fantastisk sted og utrolig hyggelig personale sentralt og samtidig tilbaketrukket flelse vre hjemme steinkast fra paddington togstasjon med veldig bra og billig forbindelse med heathrow отрицательный отзыв отсутствует
9,ein umgebautes typisch britisches haus war sehr gut отрицательный отзыв отсутствует
8,alanlar ok yardmsever ve gleryzlyd konum olarak mkemmel paddington istasyonuna 3 dk mesafedeydi fiyat performans kesinlikle oda temizlii biraz daha gelitirilebilirdi ancak fena deil
3,posizione personale gentile stanza troppo piccola nessun mobile per appoggiare oggetti ho appoggiato gli oggetti sulla mensola del lavandino riscaldamento non disponibile tutto il giorno doccia con getto debole portafinestra non si bloccava perfettamente
8,era una casita bastante acogedora y en una zona cercana a la estacin el bao no estaba del todo limpio
8,l accueil trs sympathique et en franais le quipements taient trs bien tv internet bouilloire douche sche cheveux htel peu cher par rapport aux hotel londonien la chambre est un peu petite
4,el trato del personal todos sper amables la ubicacin y la vista no tenan ascensor y se escuchaba mucho el metro el bao muy pequeo y la cama demasiado blanda
8,la ubicacin excelente отрицательный отзыв отсутствует
8,localizacin genial al lado de la estacin de paddington nada e lo que quera una cama y ducha no tiene ascensor pero lo ponen en descripcin personal muy amable y dispuesto a colaborar con cualquier duda o problema
3,la posizione e la gentilezza dello staff stanza minuscola e davvero di scarsa qualit tutti il mobilio vecchissimo sporco e in condizioni di degrado non puliscono la stanza ogni giorno ma al massimo cambiano gli asciugamani pressione acqua della doccia inesistente e spiffero dalla finestra con aria gelata
9,utmrkt litet hotell vid paddington stationen jag har bott hr 2 gnger tidigare och har alltid ftt bra service hade ett rum som var litet men hade skn sng vattenkokare tv dusch o toa p plussidan hr att rummet hade en stor fin balkong och eftersom vdret var varmt o soligt s blev det lite av ett extra rum balkongen hade bde stol o bord allt var bra
4,ligging 61 traptreden met koffers naar de kamer bloedheet en geen airco ventilator bij elkaar gehouden met ducktape verder moet je er niet aan denken dat er brand uitbreekt want dan kan je geen kant op
8,sehr nettes personal zimmer war mit wasserkocher und fn ausgestattet ich war schn fters in hnlichen hotel und liebe den charme der teilweise ber 150 jahre alten husern klein und fein отрицательный отзыв отсутствует
9,sijainti oli meille ktev ruokapaikkoja kauppoja sek metro ihan huudeilla rauhallinen sijainti pienen puistikon vieress liikenteen melua ei kuulunut respan rouva oli ihan mahtavan ystvllinen ja avulias ei mitn valitettavaa
8,velmi pjemn umstn blzko na metro hezk prosted u parku klidn msto mil personl pokoje ist upraven отрицательный отзыв отсутствует
4,a due passi dalla stazione di paddington intorno pieno di bakery e caff dove fare ottime colazioni la signora in reception deliziosa soffitto rumoroso si sentono tutti i passi della camera sopra la finestra non poteva essere aperta perch rotta il lavandino era veramente piccolissimo circa la dimensione di un piede
3,estaba muy bien ubicado la habitacin era extremadamente pequea y no estaba especialmente limpia adems se escuchaba cualquier ruido de fuera y para acceder a ella haba que subir hasta una cuarta planta sin ascensor
3,personal freundlich gute ruhige lage einige restaurant im umkreis von 24 minuten bahnhof paddington mit ubahn 5 min entfernt winziges zimner solche zimmer werden in sterreich deutschland usw nicht mehr angeboten bad auch sehr klein in der dusche haben personen ab 180 m und mehr al 80 kg kaum platz handwaschbecken auch sehr sehr klein dafr gnstiger preis
4,ligging weing licht en verluchtingsmogelijkheden in kamer vernieuwing van kamer zou gepast zijn
4,direkt am paddington bahnhof gelegen und damit perfekt an da londoner verkehrsnetz angebunden sehr freundliche mitarbeiter da gebuchte zimmer im obersten stockwerk war sehr klein und mit schweren gepck sollte man sehr fit sein um die koffer nach oben zu tragen auf die beengten verhltnisse wurde aber explizit hingewiesen dafr war der preis fr die lage sehr gnstig
3,trevlig personal helt okej sngar bra lge hotellets wifi var extremt dligt det fungerade knappt alls att surfa vilket var frustrerade fr os som reste med tonrsbarn det finn ett frukostrum men dr serveras inte lngre frukost det kunde varit tydligare vid bokning
3,lemplacement est idal pa de mnage durant la totalit du sjour
4,pieni ja vaatimaton majoituspaikka wc oli siisti ja toimiva samoin suihku ja tuli lmmint vett kaikki oli oli oikein siisti ja henkilkunta oli oikein ystvllinen huoneessa oli kahvinkeitin huone oli ehk noin 6 7 nelit oli kuuma eik ikkunaa saanut auki huoneen mentiin kapeita rappusia 80 kpl pitkin onneksi ei ollut painavaa matkalaukkua mukana
4,la ubicacin e inmejorable cerca de estacin de metro y bus tambin bastante cerca de muchos puntos tursticos centrales para un viaje corte en londres y con buen tiempo nosotros fuimos en abril y no no llovi pero si haca algo de fresco te puedes alojar aqu en caso contrario no lo recomiendo la habitacin e enana nosotros somos una familia de 4 con do nios sin embargo la habitacin estaba limpia si quieres descansar un poco durante el da en la habitacin del hotel se te viene todo encima el bao increblemente pequeo con muchas cosas a mejorar la camas algo cmodas pero la almohadas no la seora de recepcin super simptica la habitacin muy pequea bastante incomodo estar dentro del hotel y de la habitacin suerte que solo estbamos para dormir no e un hotel de tres estrellas en mi opinin lo nico bueno e la ubicacin
